Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_Customer,Days_Customer,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Year_Joined,Month_Joined,Day_Joined,Age_Group,Children,Partner,Education_Level
Graduation,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,23,1,197,1991,19,4,2013,December,Saturday,Young adult,0,No,Graduate
PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,52,0,88,1686,24,1,2014,April,Wednesday,Middel Aged,0,No,Postgraduate
PhD,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,32,0,152,324,17,1,2014,January,Tuesday,Adult,1,No,Postgraduate
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,35,0,72,69,9,1,2014,April,Friday,Adult,1,No,Postgraduate
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,2,608,252,16,1,2012,October,Monday,Middel Aged,2,Yes,Graduate
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,49,1,538,54,5,0,2013,January,Monday,Middel Aged,1,No,Undergraduate
Master,Together,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,53,1,478,964,27,0,2013,March,Friday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,63,1,497,1327,28,0,2013,February,Sunday,Middel Aged,1,Yes,Graduate
PhD,Together,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,50,0,98,68,7,0,2014,March,Sunday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,2,548,60,5,0,2012,December,Friday,Middel Aged,0,Yes,Graduate
Graduation,Divorced,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,59,1,428,55,5,1,2013,April,Saturday,Middel Aged,2,No,Graduate
Graduation,Together,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,48,0,109,1456,21,1,2014,March,Wednesday,Middel Aged,0,Yes,Graduate
2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,56,1,419,563,18,0,2013,May,Monday,Middel Aged,1,No,Undergraduate
Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,60,1,496,1504,26,0,2013,February,Monday,Middel Aged,1,No,Graduate
Graduation,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,0,66,564,19,0,2014,April,Thursday,Middel Aged,2,No,Graduate
Graduation,Married,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,51,1,215,1125,23,1,2013,November,Tuesday,Middel Aged,0,Yes,Graduate
Graduation,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,55,0,36,358,17,1,2014,May,Saturday,Middel Aged,1,Yes,Graduate
PhD,Married,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,43,1,200,42,5,0,2013,December,Wednesday,Adult,1,Yes,Postgraduate
Graduation,Together,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,50,0,66,184,10,1,2014,April,Thursday,Middel Aged,1,Yes,Graduate
Graduation,Together,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,31,1,437,460,19,0,2013,April,Thursday,Adult,1,Yes,Graduate
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,69,0,32,145,8,1,2014,May,Wednesday,Senior Citizen,0,No,Postgraduate
Graduation,Together,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,67,1,529,1376,25,1,2013,January,Wednesday,Senior Citizen,0,Yes,Graduate
PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,45,1,525,792,23,0,2013,January,Sunday,Middel Aged,1,No,Postgraduate
Graduation,Married,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,62,2,611,1382,23,0,2012,October,Friday,Middel Aged,0,Yes,Graduate
Basic,Together,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,67,2,586,28,4,0,2012,November,Tuesday,Senior Citizen,0,Yes,Undergraduate
Master,Married,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,1,274,1033,24,0,2013,September,Saturday,Senior Citizen,0,Yes,Postgraduate
Graduation,Divorced,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,45,1,396,882,23,0,2013,May,Wednesday,Middel Aged,1,No,Graduate
PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,65,1,483,2231,15,3,2013,March,Sunday,Senior Citizen,0,Yes,Postgraduate
PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,53,2,621,1101,19,2,2012,October,Tuesday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,2,655,369,16,0,2012,September,Wednesday,Adult,1,Yes,Graduate
2n Cycle,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,34,0,122,48,5,0,2014,February,Thursday,Adult,1,No,Undergraduate
PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,65,1,502,467,19,2,2013,February,Tuesday,Senior Citizen,1,No,Postgraduate
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,43,2,551,44,8,0,2012,December,Tuesday,Adult,2,No,Graduate
Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,35,1,469,38,10,0,2013,March,Sunday,Adult,2,No,Undergraduate
Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46,1,235,81,9,0,2013,November,Wednesday,Middel Aged,2,Yes,Graduate
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,43,1,329,167,10,1,2013,August,Sunday,Adult,1,No,Postgraduate
PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,59,0,50,45,7,0,2014,May,Saturday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,42,1,399,664,21,0,2013,May,Sunday,Adult,1,Yes,Graduate
2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,50,1,292,622,20,0,2013,September,Tuesday,Middel Aged,1,Yes,Undergraduate
2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,35,1,476,48,7,0,2013,March,Sunday,Adult,1,No,Undergraduate
Graduation,Together,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,39,1,249,461,16,0,2013,October,Wednesday,Adult,1,Yes,Graduate
Graduation,Married,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,37,1,313,1073,26,0,2013,August,Tuesday,Adult,1,Yes,Graduate
2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,28,1,295,55,8,0,2013,September,Saturday,Adult,1,Yes,Undergraduate
Graduation,Married,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,58,1,460,976,26,0,2013,March,Tuesday,Middel Aged,1,Yes,Graduate
PhD,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,34,0,13,20,5,0,2014,June,Monday,Adult,1,No,Postgraduate
Graduation,Together,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,32,1,417,1149,17,0,2013,May,Wednesday,Adult,0,Yes,Graduate
Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,53,0,14,43,6,0,2014,June,Sunday,Middel Aged,0,Yes,Undergraduate
Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,39,1,252,224,10,1,2013,October,Sunday,Adult,1,Yes,Postgraduate
PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,40,2,649,101,9,1,2012,September,Tuesday,Adult,1,No,Postgraduate
PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,68,1,437,209,10,0,2013,April,Thursday,Senior Citizen,0,Yes,Postgraduate
Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,2,632,968,21,0,2012,October,Friday,Adult,0,No,Graduate
PhD,Together,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,62,1,386,1165,17,0,2013,June,Saturday,Middel Aged,0,Yes,Postgraduate
Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,47,0,103,24,5,0,2014,March,Tuesday,Middel Aged,1,Yes,Graduate
Graduation,Together,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,59,2,608,252,16,1,2012,October,Monday,Middel Aged,2,Yes,Graduate
Graduation,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,2,669,165,12,0,2012,August,Wednesday,Adult,1,No,Graduate
PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,37,2,624,269,13,0,2012,October,Saturday,Adult,0,Yes,Postgraduate
PhD,Together,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,41,1,327,102,7,0,2013,August,Tuesday,Adult,1,Yes,Postgraduate
2n Cycle,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,30,1,332,461,19,0,2013,August,Thursday,Adult,0,Yes,Undergraduate
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,35,2,559,47,7,0,2012,December,Monday,Adult,1,No,Undergraduate
PhD,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,38,0,132,144,10,0,2014,February,Monday,Adult,2,No,Postgraduate
Graduation,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,46,2,623,1338,24,0,2012,October,Sunday,Middel Aged,0,Yes,Graduate
Graduation,Together,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,55,1,213,917,25,0,2013,November,Thursday,Middel Aged,1,Yes,Graduate
Graduation,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,43,1,544,318,17,1,2013,January,Tuesday,Adult,2,Yes,Graduate
Graduation,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,47,2,603,253,14,0,2012,November,Saturday,Middel Aged,2,No,Graduate
Graduation,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,41,2,646,502,20,0,2012,September,Friday,Adult,1,Yes,Graduate
Graduation,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,31,1,202,119,7,0,2013,December,Monday,Adult,1,Yes,Graduate
2n Cycle,Together,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,35,2,670,1250,29,0,2012,August,Tuesday,Adult,2,Yes,Undergraduate
Graduation,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,35,1,239,969,24,0,2013,November,Saturday,Adult,1,Yes,Graduate
Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,1,328,76,9,0,2013,August,Monday,Middel Aged,2,Yes,Graduate
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,51,0,78,62,7,0,2014,April,Saturday,Middel Aged,2,No,Postgraduate
2n Cycle,Together,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,52,1,318,1382,26,1,2013,August,Thursday,Middel Aged,0,Yes,Undergraduate
Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,38,0,142,84,7,0,2014,February,Friday,Adult,1,No,Graduate
Graduation,Together,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,62,1,351,255,14,1,2013,July,Saturday,Middel Aged,2,Yes,Graduate
Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,1,380,43,5,0,2013,June,Friday,Middel Aged,2,Yes,Postgraduate
Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,59,1,269,398,14,0,2013,October,Thursday,Middel Aged,1,No,Graduate
Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,37,0,74,76,8,0,2014,April,Wednesday,Adult,1,No,Postgraduate
Graduation,Together,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,50,0,23,902,15,1,2014,June,Friday,Middel Aged,2,Yes,Graduate
2n Cycle,Together,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,33,0,58,823,21,0,2014,May,Friday,Adult,1,Yes,Undergraduate
Graduation,Together,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,38,0,2,1179,26,0,2014,June,Friday,Adult,1,Yes,Graduate
Graduation,Together,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,40,2,623,1921,29,1,2012,October,Sunday,Adult,1,Yes,Graduate
Master,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,63,1,427,185,10,0,2013,April,Sunday,Middel Aged,2,Yes,Postgraduate
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,1,466,433,23,1,2013,March,Wednesday,Middel Aged,2,No,Graduate
Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,63,0,170,34,6,1,2014,January,Friday,Middel Aged,2,Yes,Graduate
Graduation,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,56,1,386,907,27,0,2013,June,Saturday,Middel Aged,1,Yes,Graduate
PhD,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,48,1,204,416,25,0,2013,December,Saturday,Middel Aged,2,No,Postgraduate
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,1,390,44,10,0,2013,June,Tuesday,Middel Aged,2,No,Graduate
Graduation,Married,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,58,0,62,1588,17,1,2014,April,Monday,Middel Aged,0,Yes,Graduate
PhD,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,40,2,601,1797,17,1,2012,November,Monday,Adult,0,No,Postgraduate
Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,2,633,40,6,0,2012,October,Thursday,Middel Aged,2,Yes,Graduate
PhD,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,51,2,590,1143,21,0,2012,November,Friday,Middel Aged,1,No,Postgraduate
Master,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,45,0,1,914,14,1,2014,June,Saturday,Middel Aged,0,Yes,Postgraduate
Graduation,Together,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,22,1,525,1502,12,1,2013,January,Sunday,Young adult,0,Yes,Graduate
Graduation,Divorced,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,60,1,500,1338,20,0,2013,February,Thursday,Middel Aged,1,No,Graduate
PhD,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,31,1,343,27,5,0,2013,July,Sunday,Adult,1,Yes,Postgraduate
2n Cycle,Together,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,32,1,274,763,22,1,2013,September,Saturday,Adult,1,Yes,Undergraduate
Graduation,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,63,1,345,1331,22,1,2013,July,Friday,Middel Aged,0,No,Graduate
Graduation,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,58,1,302,525,19,0,2013,August,Saturday,Middel Aged,2,Yes,Graduate
PhD,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,0,14,9,4,0,2014,June,Sunday,Middel Aged,2,Yes,Postgraduate
Graduation,Together,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,52,0,83,953,16,1,2014,April,Monday,Middel Aged,1,Yes,Graduate
Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,43,1,261,68,7,0,2013,October,Friday,Adult,2,No,Postgraduate
Master,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,43,1,268,131,10,0,2013,October,Friday,Adult,2,No,Postgraduate
Graduation,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,46,1,324,882,23,0,2013,August,Friday,Middel Aged,1,Yes,Graduate
2n Cycle,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,36,2,663,1149,25,0,2012,September,Tuesday,Adult,0,Yes,Undergraduate
Graduation,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,1,287,37,5,0,2013,September,Sunday,Middel Aged,1,Yes,Graduate
PhD,Widow,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,49,1,308,388,15,0,2013,August,Sunday,Middel Aged,1,No,Postgraduate
Graduation,Together,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,28,1,499,1428,16,1,2013,February,Friday,Adult,0,Yes,Graduate
Master,Married,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,56,1,402,1633,24,0,2013,May,Thursday,Middel Aged,0,Yes,Postgraduate
Master,Together,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,39,1,403,173,10,1,2013,May,Wednesday,Adult,1,Yes,Postgraduate
Graduation,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,27,1,264,99,9,0,2013,October,Tuesday,Adult,1,No,Graduate
Graduation,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,55,1,471,215,12,0,2013,March,Friday,Middel Aged,1,Yes,Graduate
PhD,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,52,1,497,929,31,0,2013,February,Sunday,Middel Aged,1,Yes,Postgraduate
Graduation,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,40,0,101,219,12,0,2014,March,Thursday,Adult,1,Yes,Graduate
Graduation,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,37,1,291,174,12,1,2013,September,Wednesday,Adult,2,Yes,Graduate
Graduation,Together,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,36,2,566,92,9,0,2012,December,Monday,Adult,2,Yes,Graduate
PhD,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,44,1,293,1052,25,0,2013,September,Monday,Adult,0,Yes,Postgraduate
Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,57,1,464,275,14,1,2013,March,Friday,Middel Aged,1,Yes,Graduate
2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,59,2,695,587,16,0,2012,August,Friday,Middel Aged,1,Yes,Undergraduate
PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,60,2,645,1662,33,1,2012,September,Saturday,Middel Aged,1,No,Postgraduate
PhD,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,32,1,503,159,11,0,2013,February,Monday,Adult,1,Yes,Postgraduate
Master,Widow,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,61,1,391,1024,18,4,2013,June,Monday,Middel Aged,0,No,Postgraduate
Master,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,46,0,67,35,7,0,2014,April,Wednesday,Middel Aged,1,No,Postgraduate
Master,Together,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,57,1,302,1042,15,0,2013,August,Saturday,Middel Aged,0,Yes,Postgraduate
Master,Together,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,49,1,204,395,19,0,2013,December,Saturday,Middel Aged,2,Yes,Postgraduate
PhD,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,39,2,655,557,23,4,2012,September,Wednesday,Adult,0,Yes,Postgraduate
PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,51,0,6,9,15,0,2014,June,Monday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,24,1,356,69,6,0,2013,July,Monday,Young adult,0,Yes,Graduate
PhD,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,48,0,169,486,18,0,2014,January,Saturday,Middel Aged,1,Yes,Postgraduate
Graduation,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26,0,147,34,6,0,2014,February,Sunday,Adult,1,No,Graduate
2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,19,2,649,1365,28,3,2012,September,Tuesday,Young adult,0,No,Undergraduate
Graduation,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,39,1,406,13,4,0,2013,May,Sunday,Adult,1,Yes,Graduate
PhD,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,36,2,608,1401,21,0,2012,October,Monday,Adult,0,Yes,Postgraduate
Graduation,Together,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,53,1,534,1574,14,1,2013,January,Friday,Middel Aged,0,Yes,Graduate
PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,30,1,292,1323,20,1,2013,September,Tuesday,Adult,0,No,Postgraduate
Master,Divorced,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,43,1,321,1217,32,2,2013,August,Monday,Adult,1,No,Postgraduate
Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,63,2,589,103,7,0,2012,November,Saturday,Middel Aged,3,No,Postgraduate
Master,Together,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,38,1,360,84,7,0,2013,July,Thursday,Adult,0,Yes,Postgraduate
PhD,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,42,1,519,1536,23,0,2013,January,Saturday,Adult,0,Yes,Postgraduate
Graduation,Together,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,29,2,649,581,18,0,2012,September,Tuesday,Adult,1,Yes,Graduate
PhD,Married,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,48,2,599,928,14,0,2012,November,Wednesday,Middel Aged,1,Yes,Postgraduate
2n Cycle,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,39,1,196,14,4,0,2013,December,Sunday,Adult,0,No,Undergraduate
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,1,326,424,15,0,2013,August,Wednesday,Adult,1,No,Graduate
Graduation,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,43,1,258,960,14,0,2013,October,Monday,Adult,1,Yes,Graduate
Graduation,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,32,2,597,1555,20,2,2012,November,Friday,Adult,0,Yes,Graduate
Graduation,Widow,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,41,2,630,656,29,2,2012,October,Sunday,Adult,2,No,Graduate
Master,Together,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,46,1,296,55,9,0,2013,September,Friday,Middel Aged,2,Yes,Postgraduate
